x,y
0.524023109374771,17.247372254437355
0.1140895628049603,14.408280085197672
0.570567216766435,20.3734340661242
0.40583553271085016,16.233031042776314
0.18213411427434878,13.12151766872745
0.15673625959653692,10.981800653132812
0.3191196698425649,16.71985537266045
0.332187583621654,19.18007793485515
0.7133750464773594,24.438317986454408
0.7022215727571003,25.305051408744564
0.37181645032275235,19.465362532962725
0.8389861627369026,24.829957346794497
0.9509218175424777,28.21405934156703
0.2406324796915036,16.460605248223892
0.8722749124745314,24.016724009491092
0.4840536270801371,18.281112346109577
0.9632629071625564,29.51922753120656
0.4132915466500311,16.469339180904043
0.2905065322836604,16.490949547475402
0.33806884767100376,17.385306481951147
0.6279433546478533,22.75420196902531
0.06392081620479306,8.720287848709614
0.013283376840232175,10.801941034486788
0.41653622871670737,15.328153695061024
0.9882873377132595,26.566037837471356
0.7102628184180014,23.28184382511591
0.48991489852611225,18.276640681836763
0.6433946539205824,20.401282100481957
0.2771775302770111,11.979374823281148
0.43648559910051576,19.93375096651366
0.020335049085987822,13.281920757084048
0.7449185949335938,23.710583715041874
0.8216348752122635,23.484955742516867
0.2355384192548725,15.284056639132471
0.8794156054060859,25.666845129291268
0.9118802484603209,27.16366334812918
0.05593445826743437,15.088105661597421
0.4961970105858624,18.228976724691233
0.6667348254133872,21.106310228094546
0.6278154704471294,18.977008118425978
0.2909609211827583,13.594828254185218
0.8269684469515809,23.63397334554734
0.77627405687369,19.30217855387781
0.011529304044373134,10.229701951118157
0.9240393528477953,23.390704727550713
0.647860007013046,17.88364505706923
0.8861308261532234,22.851470894590904
0.11952823785084576,14.662593233454569
0.8626036618010307,27.128096349921822
0.24631689686412261,9.603449786498215
0.37092490092975483,16.02000428108839
0.44594240210326863,18.552981333193546
0.3494754175089224,13.908138591401945
0.10527686478606069,10.729419195017721
0.8025734761346468,22.167766200727645
0.05217088615098753,11.521354840808916
0.5091943347406525,14.4601227228973
0.0879855669615941,10.598390421359518
0.9408979625908913,23.580176648069312
0.21296349325858221,14.734938318457477
0.9421773565306792,27.961699714546373
0.6649964712236658,20.328232964997802
0.18663489630079477,9.64998036855036
0.10189975448750377,10.352133352225145
0.8257535699075328,26.19041201044139
0.14854815542630306,13.921891430845916
0.19082793519132624,13.401131341920737
0.7475600676302958,27.748884150233927
0.8055754593410744,24.045609626423282
0.9897618796284057,24.428772899918012
0.9675190068499853,29.465884031436104
0.3409103137620739,17.981638598821874
0.6665322913861639,24.653068844961915
0.8809308201904223,25.414120822787545
0.4979040802674328,19.684122194725706
0.7192358746186948,23.713982316114368
0.9504158909673097,27.88610061226192
0.8873268580496695,22.39617385337874
0.6136494012545204,17.14674322264764
0.9686096338226102,29.440966855696754
0.8920747937907372,25.66082206284708
0.09673966292600622,9.980072134402862
0.5979485362990763,18.801912431213513
0.5728754367305318,21.648491006667804
0.16064501998637426,12.64764369952262
0.4961885077915136,17.851208781116117
0.3676383541030873,16.263911379657912
0.3708113972361472,16.409626245472243
0.8639301257054157,25.71312273890045
0.18254656367418387,17.79168798818692
0.3106964121029361,14.101614998802924
0.12236352032188968,14.277031776113128
0.445553616379897,15.825749370085216
0.2591017554559589,15.107116581252477
0.9951147537438462,25.831858502868627
0.3191460127588527,14.65957054418226
0.39263024909553745,12.481961106678732
0.22385789577708404,13.720554921321476
0.006027749218667666,13.62668092748251
0.9390287670888587,29.616140805947907
